Zip,City,State,Latitude,Longitude,relevantFacilities
55795,Willow River,MN,46.317811999999996,-92.84315,"[233588, 233620]"
45388,Yorkshire,OH,40.328534999999995,-84.47938,[]
39483,Foxworth,MS,31.218509,-89.90760999999999,[]
31503,Waycross,GA,31.205194,-82.37534000000001,"[250860, 253730, 251903]"
45833,Delphos,OH,40.841409000000006,-84.34178,[]
34611,Spring Hill,FL,28.564166999999998,-82.416515,"[233920, 234513, 234031, 234032, 234033]"
95717,Gold Run,CA,39.177026,-120.8451,"[232254, 232888, 231953, 232769, 247867, 232858, 232869, 234172, 234544, 232767, 251445, 232349, 234382, 232137, 251446, 234135, 232915, 232186, 232871]"
98849,Riverside,WA,48.528793,-119.45276000000001,"[234673, 234064, 233143, 252036]"
36201,Anniston,AL,33.658803000000006,-85.85178,"[232606, 232683, 232513]"
80126,Littleton,CO,39.544548999999996,-104.96808,"[231856, 231875, 232463, 232340, 232368, 233731, 233185, 234512, 234686, 231862]"
48907,Lansing,MI,42.596071,-84.838206,[]
85228,Coolidge,AZ,32.967828999999995,-111.52617,"[266136, 267559, 232284, 250033, 233222, 272097]"
13758,East Pharsalia,NY,42.583518,-75.72193100000001,[]
76061,Lillian,TX,32.502674,-97.16346999999999,"[232620, 234703, 232641, 232651, 233125, 233170, 234628, 232602, 232600, 234533, 232637, 232622, 232583, 232607, 232547]"
5448,East Fairfield,VT,44.751801,-72.88247,[]
94564,Pinole,CA,37.997509,-122.29208,"[273757, 233359, 233537, 272229, 233404]"
7452,Glen Rock,NJ,40.961109,-74.12576,"[234715, 233309, 251575]"
89409,Gabbs,NV,38.872139000000004,-117.78193999999999,[]
25044,Clear Creek,WV,37.90907,-81.35065999999999,"[251947, 233443, 233493, 233678, 233422, 251909, 234575, 233443]"
78789,Austin,TX,30.326373999999998,-97.77125799999999,"[232626, 232570, 234199, 232745, 234643, 234181, 232546, 232728, 232748]"
20134,Purcellville,VA,39.152187,-77.70257600000001,"[233379, 232474, 232433, 251763, 232459, 247762, 252968, 251263, 233176]"
23071,Hartfield,VA,37.533471,-76.4609,[]
56570,Osage,MN,46.895156,-95.36174,"[233140, 231999, 233144]"
57055,Renner,SD,43.668009000000005,-96.73031999999999,"[233561, 233467]"
11757,Lindenhurst,NY,40.690049,-73.37442,"[234715, 233309]"
66758,Neosho Falls,KS,38.005429,-95.56976,"[250850, 233555, 233418, 233832, 233695, 233552, 233602, 233657, 233621, 233700]"
59318,Brusett,MT,47.426998,-107.44215,[233489]
68784,Wakefield,NE,42.242742,-96.87191,"[233561, 233467]"
61475,Sciota,IL,40.581413,-90.7612,"[233498, 233624, 233597, 233459]"
59911,Bigfork,MT,47.952715999999995,-113.96215,"[232493, 234472, 234417, 234480, 234485, 234789, 234421, 234484, 251869, 233240, 234345]"
32886,Orlando,FL,28.566338,-81.260818,"[233920, 234513, 234597, 234031, 234032, 234033]"
55092,Wyoming,MN,45.329115,-93.06834,[233510]
35565,Haleyville,AL,34.225425,-87.6118,"[232423, 232673, 232571, 231990, 232528, 232574, 232669, 232743, 233946]"
64843,Goodman,MO,36.734769,-94.42690999999999,"[234586, 233453, 233647, 232601, 232581, 233279, 232643, 232540, 232680, 232608, 233099, 232542, 233471, 232634, 233699]"
65692,Koshkonong,MO,36.602467,-91.64615,"[234045, 234046, 232619, 232604, 232605, 251547, 232565, 250010, 232691, 232523, 232526, 234442]"
42759,Marrowbone,KY,36.824961,-85.50480999999999,"[232545, 233556, 232587, 232615, 234727, 232623, 232467, 232654, 233650, 232697, 232572, 232630, 232654, 232563, 233420, 232589, 232684, 232539, 232506, 233408, 233633, 233670, 233513, 233488, 253502]"
76102,Fort Worth,TX,32.75388,-97.32987,"[232620, 234703, 232651, 233170, 234628, 232602, 232600, 234533, 232637, 232622, 232583, 232607, 232547]"
46741,Grabill,IN,41.202549,-84.93811,[]
71340,Harrisonburg,LA,31.765818,-91.82382,[]
49505,Grand Rapids,MI,43.000076,-85.64785,[234678]
28800,Asheville,NC,35.564734,-82.597992,"[234182, 231995, 232478, 273780, 232486, 251757, 122390, 234228, 232399, 232380, 234424, 273352, 251469, 232479, 231993, 233343, 232727, 232487, 233975, 267551, 233284]"
22159,Springfield,VA,38.831813000000004,-77.28875500000001,"[233379, 232474, 251763, 252968, 251263, 247762]"
72116,North Little Rock,AR,34.799541,-92.24764,"[232662, 232573, 232659, 232549, 232640, 233098, 232605, 232721, 233417, 232667, 232746, 232567]"
25003,Alum Creek,WV,38.254483,-81.79045,"[233493, 232904, 233422]"
72660,Oak Grove,AR,36.492129,-93.3744,"[234586, 232521, 232643, 232634, 232601, 232680, 232608, 232621, 233099, 233279, 232619, 232723, 232535, 233135, 232516, 232656, 232610, 232540, 232562, 232542, 232603, 232549, 232720, 233119, 232581, 234043, 232517, 233699]"
91605,North Hollywood,CA,34.208141999999995,-118.4011,"[234555, 232498, 233735, 233381, 232138]"
91102,Pasadena,CA,33.786594,-118.29866200000001,"[233381, 233735, 234555, 232138]"
83537,Kendrick,ID,46.635799,-116.54146000000001,"[233132, 234505, 233893, 272098, 233487, 233908, 234447, 234435]"
83861,Saint Maries,ID,47.274904,-116.57392,"[234402, 233267, 273785, 233600, 234505, 234682, 233950, 272098, 233487, 233908, 234447, 233270, 234435]"
99523,Anchorage,AK,61.108864000000004,-149.440311,"[232213, 232324, 259345]"
87527,Dixon,NM,36.1566,-105.84161,"[273758, 273360, 233461, 231849, 251436, 233388, 274315, 233598, 233394, 233327, 234700]"
6807,Cos Cob,CT,41.047627,-73.59508000000001,"[234715, 233309]"
95019,Freedom,CA,36.935552,-121.77972,"[231959, 234015, 231958, 273757, 272229, 233404]"
99524,Anchorage,AK,61.108864000000004,-149.440311,"[232213, 232324, 259345]"
4779,Sinclair,ME,47.165256,-68.27288,[]
96728,Honomu,HI,19.866007,-155.12171999999998,[]
5838,East Saint Johnsbury,VT,44.468494,-71.930077,[]
50269,Whitten,IA,42.261478000000004,-93.00738,"[233516, 233413, 233594]"
27237,Cumnock,NC,35.467566999999995,-79.165314,[233910]
65790,Pottersville,MO,36.679277,-92.10602,"[234045, 232720, 232619, 233119, 232723, 232535, 233135, 251547, 232565, 234043, 232521, 250010, 232621, 234357, 232523, 232526, 232603, 234442]"
15537,Everett,PA,40.003997,-78.36456,"[233679, 233626, 251263, 247762, 233604]"
34669,Hudson,FL,28.348507,-82.61936999999999,"[234513, 234032, 234031]"
19516,Centerport,PA,40.486726000000004,-76.00719000000001,[]
37721,Corryton,TN,36.141925,-83.8066,"[232488, 234583, 232587, 232259, 232478, 232215, 232487, 233975, 232486, 267551, 232506, 233284, 232479, 251723, 234228, 253502]"
13310,Bouckville,NY,42.88821,-75.5688,[]
38308,Jackson,TN,35.612404999999995,-88.841225,[]
22428,Bowling Green,VA,38.014536,-77.355902,"[232474, 233379]"
74034,Hallett,OK,36.232452,-96.56882,"[233636, 233667, 233506, 233666, 233572, 233667, 233645, 233508]"
23040,Cumberland,VA,37.522085,-78.2553,"[232433, 233563]"
23345,Davis Wharf,VA,37.738248,-75.701449,[232507]
80223,Denver,CO,39.699156,-104.99999,"[233845, 231856, 231875, 232463, 232340, 232368, 233731, 233185, 234512, 234686, 231862]"
30610,Athens,GA,33.944339,-83.38908,"[233343, 234590, 273781, 232727, 232525, 232578, 234469, 232657, 232727, 232561, 273352, 232519]"
99251,Spokane,WA,47.653568,-117.43174199999999,"[234068, 233270, 233267, 273785, 233600, 233949, 232199, 234505, 234062, 233950, 272098, 234430, 233908, 234067]"
88545,El Paso,TX,31.694841999999998,-106.29998700000002,[]
29372,Pacolet,SC,34.900682,-81.74846,"[231993, 234182, 251874, 232380, 231995, 273780, 232596, 234424, 232561, 251469]"
90081,Los Angeles,CA,33.786594,-118.29866200000001,"[233381, 233735, 234555, 232138]"
70767,Port Allen,LA,30.473536,-91.26324,[]
6040,Manchester,CT,41.778888,-72.52384,[]
95125,San Jose,CA,37.295092,-121.89648999999999,"[234015, 231958, 273757, 233359, 272229, 233404]"
6705,Waterbury,CT,41.54903,-72.99861,[233309]
98247,Everson,WA,48.900256,-122.32095,[255201]
83735,Boise,ID,43.459855,-116.24398400000001,"[232016, 233313, 234653, 233349, 232431, 234619, 232379, 232217]"
32040,Glen Saint Mary,FL,30.272356,-82.21351,"[250860, 233920, 253730, 251903]"
40145,Hudson,KY,37.652706,-86.3173,"[233556, 233670, 233488, 232467, 233420, 233411, 232114, 233650, 233633, 233408]"
33755,Clearwater,FL,27.979114000000003,-82.78166,[]
62530,Divernon,IL,39.568077,-89.65467,"[233496, 233483]"
23822,Ammon,VA,37.072361,-77.64749499999999,[233563]
63118,Saint Louis,MO,38.594901,-90.2278,"[232325, 232391, 233483]"
54746,Humbird,WI,44.550251,-90.89542,[233766]
21903,Perryville,MD,39.571003000000005,-76.05077,[232474]
55706,Babbitt,MN,47.688083,-91.91856,"[232188, 232000, 232283]"
17726,Castanea,PA,41.122741,-77.43174499999999,"[233523, 233626]"
56464,Menahga,MN,46.770167,-95.09659,"[233535, 231999, 233648, 233144, 233140, 233472]"
18916,Danboro,PA,40.328645,-75.10278000000001,[251575]
14812,Beaver Dams,NY,42.286649,-76.9766,"[234476, 233523]"
46780,Pleasant Mills,IN,40.74532,-84.937926,[]
93953,Pebble Beach,CA,36.59081,-121.9461,"[231959, 234015, 233404, 231958]"
48840,Haslett,MI,42.760217,-84.39027,[]
95873,Sacramento,CA,38.377410999999995,-121.444429,"[232349, 232869, 273757, 234135, 232888, 231953, 233683, 234073, 232767, 233404]"
68660,Saint Edward,NE,41.574309,-97.86898000000001,[]
98004,Bellevue,WA,47.618371,-122.20308,"[234086, 233384, 255201, 232064, 269838]"
59076,Sanders,MT,46.2644,-107.07438,[234359]
98125,Seattle,WA,47.716648,-122.30308000000001,"[234086, 269838, 233384, 255201]"
63877,Steele,MO,36.079378000000005,-89.84895999999999,"[233690, 234490]"
72734,Gentry,AR,36.269478,-94.46137,"[234586, 233647, 233457, 232601, 232581, 233279, 232643, 233099, 232540, 232680, 232517, 232608, 233834, 232542, 232710, 232634, 233424]"
92037,La Jolla,CA,32.838761,-117.26158999999998,"[234719, 231950, 232278, 231973]"
70376,Modeste,LA,30.204707,-90.86948100000001,[]
92863,Orange,CA,33.640302,-117.769442,"[234555, 233735, 232250, 231976, 234719]"
70836,Baton Rouge,LA,30.388292,-91.08631,[]
73024,Corn,OK,35.370775,-98.80897,[233426]
79058,Masterson,TX,35.837775,-101.89284599999999,[]
73573,Waurika,OK,34.16127,-97.99784,[233530]
1330,Ashfield,MA,42.521131,-72.81116,[]
75035,Frisco,TX,33.130086,-96.78177,"[232620, 234703, 233595, 233703, 233534, 234628, 232602, 232600, 234533, 232583, 232607, 233444]"
98274,Mount Vernon,WA,48.371026,-122.24432,"[233384, 269838, 255201]"
66621,Topeka,KS,39.042939000000004,-95.769657,"[250850, 234280, 233418, 233695, 233552, 233602, 233631, 233657, 233621, 233700]"
95363,Patterson,CA,37.477477,-121.14555,"[234072, 234015, 233683, 234073]"
64111,Kansas City,MO,39.056505,-94.59439,"[250850, 233700, 233631, 233646, 233441]"
44185,Cleveland,OH,41.685744,-81.672797,[233553]
77071,Houston,TX,29.647637,-95.51718000000001,"[232430, 234004]"
46063,Orestes,IN,40.27046,-85.72870999999999,[]
34869,Tarpon Springs,FL,28.126307,-82.766173,[]
35294,Birmingham,AL,33.544622,-86.929208,"[232423, 232590, 232571, 231990, 233946]"
62943,Grantsburg,IL,37.342538,-88.73380999999999,"[233613, 233504, 232609, 233611, 232541]"
49232,Camden,MI,41.731009,-84.65993,[]
17888,Wilburton,PA,40.818443,-76.37737,[251763]
41760,Scuddy,KY,37.205562,-83.08055,"[251947, 232259, 232370, 232625, 232566, 233782]"
20374,Washington,DC,38.855522,-77.002197,"[233379, 232474, 251763, 252968, 251263, 247762]"
72053,College Station,AR,34.708292,-92.22764000000001,"[232662, 232573, 232659, 232549, 232640, 233098, 232605, 232721, 233417, 232667, 232746, 232567]"
61102,Rockford,IL,42.25517,-89.1297,[233651]
5544,Andover,MA,42.647191,-71.184202,[]
44096,Willoughby,OH,41.910676,-81.249027,"[233553, 233627]"
45103,Batavia,OH,39.082894,-84.15319000000001,"[232370, 233782]"
53706,Madison,WI,43.074296000000004,-89.40774,[233427]
36689,Mobile,AL,30.658865000000002,-88.177975,"[250796, 232568]"
37803,Maryville,TN,35.693358,-83.98411999999999,"[232215, 232478, 232486, 251723, 234228, 232399, 232506, 273352, 232479, 234590, 233343, 234583, 234180, 232487, 234469, 233975, 232575, 233284, 232488, 253502]"
38119,Memphis,TN,35.082936,-89.84891999999999,"[233507, 233460, 233634, 233684, 233375]"
38253,Rives,TN,36.307957,-89.0377,[232541]
56557,Mahnomen,MN,47.330624,-95.87671999999999,[]
58048,Hunter,ND,47.198818,-97.21831,[233813]
58368,Rugby,ND,48.273263,-100.00990999999999,[]
39183,Vicksburg,MS,32.386653,-90.84485,[253459]
41517,Burdine,KY,37.184477,-82.61109,"[251947, 251757, 232566, 122390, 232625]"
55772,Nett Lake,MN,48.081686,-93.083438,"[233588, 249981, 232000, 232188, 231998]"
54915,Appleton,WI,44.244753,-88.37783,[]
28520,Cedar Island,NC,34.984608,-76.1988,"[251430, 233312, 234718, 251430, 233332, 251431, 232504, 262810]"
30055,Mansfield,GA,33.504952,-83.74735,"[232519, 232578, 232727, 232657]"
30320,Atlanta,GA,33.656824,-84.423648,"[232683, 232606, 273781, 232639, 232578, 232657, 232519, 232513]"
30553,Lavonia,GA,34.450501,-83.09448,"[232596, 232645, 232478, 232578, 232727, 234228, 232399, 232380, 232657, 232668, 273352, 231993, 233343, 234583, 273781, 232727, 232525, 234180, 234469, 233975, 232561]"
32148,Interlachen,FL,29.640790999999997,-81.88648,"[233920, 234513, 234597, 251903, 234031, 234032, 234033]"
13562,Hermon,NY,44.465307,-75.230195,[]
15108,Coraopolis,PA,40.500665000000005,-80.18464,"[233679, 272174, 255204, 233573, 232389, 233553, 233627]"
32241,Jacksonville,FL,30.34494,-81.68310699999999,"[250860, 233920, 253730, 251903]"
32792,Winter Park,FL,28.607077,-81.30606,"[233920, 234513, 234597, 234031, 234032, 234033]"
33179,Miami,FL,25.95872,-80.17941,[233570]
33196,Miami,FL,25.650232,-80.45925,[246892]
22842,Mount Jackson,VA,38.772409,-78.69461,"[232433, 232007, 232459, 251263, 232162, 233176, 233604, 234132, 233990]"
23607,Newport News,VA,36.987151000000004,-76.4195,[]
24651,Tazewell,VA,37.113004,-81.50326,"[251947, 251741, 234256, 234575, 233308, 251757, 233421, 232180, 122390, 234259]"
24852,Keystone,WV,37.417857,-81.44874,"[251947, 251741, 233493, 234256, 234575, 233308, 251757, 232180, 233422, 234259]"
25511,Dunlow,WV,38.011587,-82.38072,"[233493, 251947, 232904, 232625]"
1982,South Hamilton,MA,42.616642999999996,-70.86513000000001,[]
2103,Boston,MA,42.338947,-70.919635,[]
2184,Braintree,MA,42.209555,-70.99968,[]
10702,Yonkers,NY,41.119008,-73.732996,"[234715, 233309]"
11729,Deer Park,NY,40.760698,-73.33006999999999,"[234715, 233309]"
1373,South Deerfield,MA,42.472734,-72.62451999999999,[]
93516,Boron,CA,35.030694,-117.67263999999999,"[234555, 232496, 233735, 232250, 231976, 232819]"
53962,Union Center,WI,43.685137,-90.26578,"[233697, 233503]"
54703,Eau Claire,WI,44.829609999999995,-91.50520999999999,[233510]
14305,Niagara Falls,NY,43.115355,-79.03769,[]
15689,United,PA,40.219344,-79.49244,"[233679, 272174, 255204, 233604]"
17331,Hanover,PA,39.795301,-76.97726999999999,"[232474, 251763, 252968, 251263, 247762]"
30360,Atlanta,GA,33.934536,-84.27215,"[232606, 234590, 273781, 232639, 232578, 232575, 234469, 232657, 232575, 273352, 232519]"
30477,Wadley,GA,32.872098,-82.4023,"[232525, 232668, 232645]"
32303,Tallahassee,FL,30.486061,-84.31528,[251904]
33406,West Palm Beach,FL,26.659294,-80.09118000000001,"[233638, 233638]"
20778,West River,MD,38.832265,-76.55604,"[232474, 251763, 247762, 252968, 233379]"
21234,Parkville,MD,39.385006,-76.54177,"[232474, 251763, 247762, 252968, 233379]"
22183,Vienna,VA,38.831813000000004,-77.28875500000001,"[233379, 232474, 251763, 252968, 251263, 247762]"
26294,Valley Head,WV,38.52061,-80.03629000000001,"[234688, 234557, 233443, 233678, 232161, 232007, 233443, 232424, 232009, 233422, 233604, 234132, 233990]"
28972,Hendersonville,NC,35.299726,-82.449228,"[234182, 231995, 273780, 232486, 232727, 122390, 234228, 232399, 232380, 234424, 273352, 251469, 232479, 231993, 233343, 232727, 233975, 267551, 232561]"
29206,Columbia,SC,34.037557,-80.96024,[251874]
30036,Decatur,GA,33.891251000000004,-84.07455999999999,"[233343, 232606, 234590, 273781, 232639, 232578, 232575, 234469, 232657, 232575, 273352, 232519]"
18761,Wilkes Barre,PA,41.272248,-75.880146,[251575]
35570,Hamilton,AL,34.149716999999995,-88.00384,"[232423, 232673, 232571, 231990, 232528, 232574, 232669, 232743, 232722, 233946]"
28144,Salisbury,NC,35.679639,-80.46645,"[233421, 233910, 233665]"
28320,Bladenboro,NC,34.552642,-78.78102,[]
11691,Far Rockaway,NY,40.60002,-73.75962,"[234715, 233309]"
12981,Saranac,NY,44.617642,-73.81196,[]
5069,South Ryegate,VT,44.168110999999996,-72.14245,[]
6420,Salem,CT,41.485469,-72.25445,[]
8022,Columbus,NJ,40.079952,-74.70684,"[234715, 233309]"
42450,Providence,KY,37.396445,-87.76428,"[232541, 232609]"
43098,Hebron,OH,40.095147999999995,-82.482659,[]
43440,Lakeside Marblehead,OH,41.533186,-82.75881,[]
44848,Nankin,OH,40.920617,-82.281695,[]
45271,Cincinnati,OH,39.166759000000006,-84.53822,[]
45694,Wheelersburg,OH,38.729816,-82.8004,"[233493, 232904, 232370, 233782]"
38379,Stantonville,TN,35.159237,-88.41878,"[232743, 232673]"
38580,Rickman,TN,36.270655,-85.32525,"[232697, 232587, 232615, 232572, 233513, 234727, 232630, 232654, 232654, 232623, 232563, 232506, 233420, 232589, 232684, 233650, 253502]"
34274,Nokomis,FL,27.144031,-82.46446800000001,[233661]
34677,Oldsmar,FL,28.042799,-82.67737,[234513]
39758,Sturgis,MS,33.344664,-89.03619300000001,"[232669, 233634, 232528, 232574, 234277, 232255, 232743, 232722, 232725]"
87931,Caballo,NM,32.969955,-107.36322,[]
90701,Artesia,CA,33.867215,-118.08062,"[233381, 233735, 234555]"
91214,La Crescenta,CA,34.232003000000006,-118.24753,"[233381, 233735, 234555]"
91990,Potrero,CA,33.016928,-116.846046,"[234719, 231950, 232278, 231973]"
54919,Appleton,WI,44.416326,-88.464873,[233777]
55345,Minnetonka,MN,44.915413,-93.48443,[]
58544,Hazelton,ND,46.488312,-100.29283000000001,"[234677, 234677, 234676]"
61523,Chillicothe,IL,40.914377,-89.50654,[233498]
62076,Ohlman,IL,39.261790999999995,-89.421584,"[233496, 233483]"
65712,Mount Vernon,MO,37.101742,-93.80738000000001,"[233575, 232521, 232643, 232634, 232601, 232680, 232608, 232621, 233099, 233279, 233453, 232723, 232535, 232516, 232656, 232610, 232540, 232562, 232542, 232581, 233471, 233699]"
67753,Rexford,KS,39.405440000000006,-100.74875,[]
74630,Billings,OK,36.52791,-97.43304,[233572]
76682,Riesel,TX,31.475763,-96.9179,"[232626, 232570, 232641, 232651, 233125, 233170, 234199, 232602, 232745, 232637, 232546, 232547, 232728, 232748, 232622]"
57007,Brookings,SD,44.369696000000005,-96.790705,[]
57671,McIntosh,SD,45.924062,-101.354116,[234677]
58008,Barney,ND,46.304176,-96.99819000000001,[]
58206,Grand Forks,ND,47.933481,-97.394446,[233813]
72167,Traskwood,AR,34.433276,-92.66086999999999,"[233434, 232662, 232736, 232672, 232721, 233417, 233653, 232543, 232746, 233098]"
72856,Pelsor,AR,35.794196,-93.04185,"[232573, 232736, 232672, 232521, 232643, 233834, 232543, 232634, 233098, 232621, 233099, 232619, 232723, 232535, 232516, 232656, 232565, 232610, 232721, 232540, 232562, 232542, 232523, 232526, 232603, 232549, 232720, 232662, 233119, 232581, 232605, 234043, 250010, 232517]"
70055,Metairie,LA,29.677893,-90.0901,[]
70640,Fenton,LA,30.366126,-92.91837,[]
85346,Quartzsite,AZ,33.654343,-114.23325,[274288]
98103,Seattle,WA,47.671346,-122.34166,"[234086, 269838, 233384, 255201]"
99140,Keller,WA,48.080515000000005,-118.69498,"[234068, 234061, 252036, 234062, 234065, 234067, 234064, 234673]"
96802,Honolulu,HI,24.859832,-168.021815,[]
97076,Beaverton,OR,45.548615999999996,-123.114725,"[231978, 273354, 234074, 234765, 264686, 232288, 255205, 234140]"
80809,Cascade,CO,38.911701,-104.98731000000001,"[231856, 231875, 232340, 233185, 234686, 234105]"
82523,Pavillion,WY,43.312211,-108.56038000000001,[]
89423,Minden,NV,39.009564000000005,-119.75556999999999,"[247867, 232858, 232869, 232254, 272246, 274314, 232137, 232117, 234135, 234172, 232769, 234073, 232186, 232349, 232871]"
91354,Valencia,CA,34.445313,-118.55252,"[234555, 232498, 233735, 233381, 232138]"
92325,Crestline,CA,34.242567,-117.28653999999999,"[231973, 234555, 233735, 232250, 231976, 234719, 232473]"
29129,Ridge Spring,SC,33.804368,-81.65576999999999,"[251874, 232525, 232596, 232645, 232668]"
30230,Hogansville,GA,33.173516,-84.91736999999999,"[232606, 232683, 232513]"
36726,Camden,AL,32.008444,-87.25910999999999,"[232590, 232569, 232593, 232548, 232679, 232582, 232568]"
37311,Cleveland,TN,35.146361999999996,-84.88723,"[234590, 232215, 232630, 232578, 232575, 234469, 232657, 232639, 232575, 232589, 232684, 232519, 251723, 253502]"
38240,Obion,TN,36.253678,-89.25364,[]
38303,Jackson,TN,35.612404999999995,-88.841225,[]
38641,Lake Cormorant,MS,34.904881,-90.19353000000001,"[233507, 233460, 233634, 233684, 233375]"
38659,Potts Camp,MS,34.643828000000006,-89.33776,"[233507, 233460, 232673, 233634, 232528, 234277, 233684, 232743, 233375]"
44115,Cleveland,OH,41.493501,-81.67125,[233553]
44125,Cleveland,OH,41.414403,-81.60793000000001,[233553]
45011,Hamilton,OH,39.404856,-84.52271,[]
47453,Owensburg,IN,38.924067,-86.74308,"[232114, 232056]"
34655,New Port Richey,FL,28.209833000000003,-82.66973,"[234513, 234031]"
98830,Mansfield,WA,47.880615999999996,-119.54481000000001,"[233143, 252036, 250985, 233999, 234064, 234673]"
99167,Rice,WA,48.406582,-118.11028999999999,"[234068, 234137, 234061, 233949, 231987, 234062, 233950, 234065, 234067, 234064, 234673]"
84313,Grouse Creek,UT,41.307779,-113.56365,[]
84515,Cisco,UT,38.999877000000005,-109.615008,"[234778, 234059]"
80123,Littleton,CO,39.616114,-105.07393,"[231856, 231875, 232463, 232340, 232368, 233731, 233185, 233808, 234512, 234686, 231862]"
80217,Denver,CO,39.738752000000005,-104.408349,"[233845, 232340, 232368, 233731, 233185, 234512]"
80827,Lake George,CO,39.031989,-105.46846000000001,"[231856, 231875, 232340, 232017, 233927, 233185, 234596, 231868, 234211, 233808, 234686, 234105, 234660]"
82329,Medicine Bow,WY,42.196315000000006,-106.32113000000001,"[231848, 233982]"
97423,Coquille,OR,43.187219,-124.16396,"[233110, 249989, 233153, 272277, 234155, 232183, 233885]"
1029,East Otis,MA,42.175896,-73.04204,[]
1227,Dalton,MA,42.516145,-73.09285200000001,[]
1704,Framingham,MA,42.446396,-71.459405,[]
40027,Harrods Creek,KY,38.329718,-85.63299,"[233556, 233670, 232056, 233411, 232114, 233633, 233408]"
40863,Pathfork,KY,36.753043,-83.44991,"[232259, 267551, 234424, 233284, 232566, 232479, 232625]"
56441,Crosby,MN,46.528094,-93.98055,"[233588, 233535, 231999, 233620, 233648, 233140, 233472, 231998]"
56639,Effie,MN,47.852874,-93.50758,"[233588, 233535, 249981, 232000, 231998]"
54534,Hurley,WI,46.40553,-90.21811,"[234526, 273343, 233764, 233774, 251865]"
55366,New Auburn,MN,44.673454,-94.229311,[]
45005,Franklin,OH,39.550241,-84.3087,[]
45867,Mount Blanchard,OH,40.903089,-83.54590999999999,[]
46356,Lowell,IN,41.269789,-87.41353000000001,[258887]
46935,Grass Creek,IN,41.040988,-86.206925,[258887]
49836,Germfask,MI,46.180415999999994,-85.90176,"[234080, 234620, 256367]"
51558,Moorhead,IA,41.911376000000004,-95.86092,[]
52002,Dubuque,IA,42.50963,-90.75329,"[233697, 233651, 233498, 233642, 233671, 233427, 233503]"
52408,Cedar Rapids,IA,42.079415000000004,-91.599215,"[233642, 233671, 233459, 233624, 233503]"
41005,Burlington,KY,39.020466,-84.74158,[]
59480,Stockett,MT,47.188396000000004,-111.16349,"[234431, 249999, 272276, 234427, 234565, 234409]"
61564,South Pekin,IL,40.492709999999995,-89.65194,[]
30612,Athens,GA,33.944339,-83.38908,"[233343, 234590, 273781, 232727, 232525, 232578, 234469, 232657, 232727, 232561, 273352, 232519]"
31778,Pavo,GA,30.966781,-83.72075,[]
33647,Tampa,FL,28.127972999999997,-82.36123,"[234513, 234032, 234033]"
17002,Allensville,PA,40.510176,-77.83124000000001,"[247762, 251763, 233626]"
14005,Alexander,NY,42.906765,-78.24580999999999,[232088]
24185,Woolwine,VA,36.806528,-80.26895,"[234688, 233616, 232161, 234575, 233687, 233421, 251909, 234259]"
24326,Elk Creek,VA,36.729236,-81.2001,"[251741, 234256, 234575, 233665, 233308, 251757, 233421, 232180, 251909, 234259]"
34636,Istachatta,FL,28.65503,-82.267706,"[233920, 234513, 234597, 234031, 234032, 234033]"
17763,Ralston,PA,41.505365999999995,-76.95432,[233523]
95815,Sacramento,CA,38.611854,-121.44553,"[232869, 251445, 273757, 251446, 234135, 232888, 231953, 234544, 233683, 234073, 232767, 232349]"
99357,Royal City,WA,46.922079,-119.67175,"[233143, 250985, 233999, 233587, 233514]"
94062,Redwood City,CA,37.444879,-122.26253,"[272229, 273757, 233359, 233404]"
15471,German,PA,39.9783,-79.856751,"[233679, 272174, 255204, 232007, 233604]"
16801,State College,PA,40.792010999999995,-77.84993,"[251763, 233626]"
17067,Myerstown,PA,40.389502,-76.3147,[251763]
18239,Milnesville,PA,40.989783,-75.98173,[251575]
35460,Epes,AL,32.716468,-88.15261,"[232590, 232571, 232548, 232725, 232574, 232701, 232669, 232582, 232569, 232722, 233946]"
35584,Sipsey,AL,33.823683,-87.08699,"[232571, 232423, 233946, 231990]"
24157,Salem,VA,37.288384,-80.06706199999999,"[234688, 234557, 233616, 232161, 233687, 232009, 251909, 234259]"
26815,Sugar Grove,WV,38.482224,-79.33161,"[234688, 234557, 232161, 232433, 232007, 232009, 232459, 232424, 232162, 233176, 233604, 234132, 233990]"
27613,Raleigh,NC,35.899208,-78.71161,[233563]
27675,Raleigh,NC,35.797692,-78.625265,[233563]
6349,Groton,CT,41.39973,-72.090357,[]
8879,South Amboy,NJ,40.469606,-74.27669,"[234715, 233309, 251575]"
925,San Juan,PR,18.400006,-66.05028,[]
1580,Westborough,MA,42.364807,-71.89686800000001,[]
70046,Davant,LA,29.61829,-89.872599,[]
72685,Western Grove,AR,36.062264,-92.96276999999999,"[232573, 232659, 232736, 232672, 232521, 232643, 233834, 232634, 232621, 233099, 232619, 232723, 232535, 233135, 232516, 232656, 232565, 232610, 232540, 232562, 232542, 232523, 232526, 232603, 232549, 232567, 232720, 232662, 233119, 232581, 232605, 234043, 250010, 232517]"
73109,Oklahoma City,OK,35.433659999999996,-97.52496,[234047]
73450,Milburn,OK,34.273995,-96.54836999999999,"[233595, 233703, 233534, 234047, 233444]"
49304,Baldwin,MI,43.895264000000005,-85.88157,"[233769, 233342, 234678, 251845, 232458]"
